gene,mean,max,min,nonzero_fraction
PIK3CD,0.8363249,3.1871843,0.0,0.751967027156499
CLSTN1,1.6717612,3.5231698,0.0,0.9783480135398354
CTNNBIP1,1.7308763,3.8289995,0.0,0.9801060228767179
LZIC,1.8307619,3.4210901,0.0,0.9843180143985032
NMNAT1,0.40771532,2.6572666,0.0,0.470387259177577
RBP7,0.26565784,2.9666436,0.0,0.3248656636824195
UBE4B,1.2657162,3.1465917,0.0,0.9248439710222214
KIF1B,2.581,4.114606,0.0,0.9922087195455388
PGD,1.562462,3.4388824,0.0,0.9637235451229929
CENPS,1.2154696,3.093365,0.0,0.9085563986568628
CORT,0.013941332,1.6809494,0.0,0.020770722139619384
DFFA,2.326496,3.8936682,0.0,0.997916600760147
PEX14,0.58475786,2.5568476,0.0,0.629643020160616
CASZ1,0.40461016,2.5239642,0.0,0.46843491975975377
C1orf127,0.011946669,1.6155498,0.0,0.01793259909704302
MASP2,0.02612494,2.2814834,0.0,0.03453652275695634
SRM,3.3620844,4.2829127,0.0,0.9999774034789604
EXOSC10,1.8608674,4.3081427,0.0,0.9898812778784578
MTOR,1.9675145,3.4068034,0.0,0.9927419974420738
ANGPTL7,9.406737e-05,2.4224668,0.0,9.038608415848296e-05
UBIAD1,0.2670036,2.2973766,0.0,0.34647697640471276
DISP3,0.17168601,2.1428041,0.0,0.23366158546230223
FBXO2,1.0110362,3.0942972,0.0,0.8391805597610192
FBXO44,0.6837375,2.829775,0.0,0.6942555124213076
FBXO6,0.014416959,1.6030875,0.0,0.021403424728728766
MAD2L2,4.0789576,5.1327553,1.6903824,1.0
DRAXIN,1.41671,3.4027293,0.0,0.9413846244232238
AGTRAP,2.1624255,3.5516777,0.0,0.9967325430576709
C1orf167,0.033035528,2.3435917,0.0,0.048663867710927226
MTHFR,0.8932954,3.0273678,0.0,0.7901777442344976
CLCN6,0.9986766,3.1819234,0.0,0.8344126938216592
NPPA,3.585333e-05,0.8652445,0.0,5.875095470301392e-05
NPPB,0.00084698945,2.7881052,0.0,0.001071075097278023
KIAA2013,1.5593971,3.2667108,0.0,0.970149995706661
PLOD1,1.087003,2.955774,0.0,0.8731838046214405
MFN2,1.0142428,2.7536244,0.0,0.8569911376444482
MIIP,0.972528,2.9004552,0.0,0.8339381668798271
TNFRSF8,0.48277807,2.492816,0.0,0.542714203721195
TNFRSF1B,0.050681166,2.1778734,0.0,0.07359234972183683
VPS13D,0.8037714,2.7177196,0.0,0.760187641510713
DHRS3,0.82225174,2.9917862,0.0,0.7501321896480818
AADACL4,0.00068305386,1.3075991,0.0,0.0010484785762384023
AADACL3,0.024599893,2.5195072,0.0,0.03519182186710534
C1orf158,0.00085364684,1.9081582,0.0,0.0012654051782187614
PRAMEF12,0.00020885408,4.573235,0.0,0.0002937547735150696
PRAMEF1,8.285008e-05,2.4281168,0.0,0.00010846330099017955
PRAMEF11,9.672775e-05,1.0444014,0.0,0.00013557912623772444
PRAMEF2,2.3516595e-05,0.85764784,0.0,3.1635129455469034e-05
PRAMEF10,8.596958e-05,0.8743731,0.0,0.0001400984304456486
PRAMEF6,8.795241e-06,0.72280085,0.0,1.3557912623772444e-05
PRAMEF27,2.5324342e-05,0.7484183,0.0,4.067373787131733e-05
HNRNPCL2,2.3499537e-05,0.8877773,0.0,3.6154433663393186e-05
PRAMEF13,2.2061911e-05,1.5600574,0.0,2.7115825247544888e-05
PRAMEF18,7.470532e-05,1.143399,0.0,0.0001039439967822554
PRAMEF15,2.434535e-05,0.7938583,0.0,3.6154433663393186e-05
PRAMEF14,0.0001166534,1.251962,0.0,0.00017173355990111763
PRAMEF19,2.7178605e-05,0.80527353,0.0,4.067373787131733e-05
PRAMEF20,3.1079737e-05,1.1620425,0.0,4.067373787131733e-05
LRRC38,0.025253955,1.9055195,0.0,0.03754637935943382
PDPN,2.8218765,5.1673675,0.0,0.9994124904529699
PRDM2,0.460084,2.5477948,0.0,0.5369611294645077
KAZN,0.49239475,2.587802,0.0,0.5453534773786228
TMEM51,0.28551698,2.2629077,0.0,0.3691548449200761
FHAD1,0.07420871,2.397929,0.0,0.10675500399958422
EFHD2,1.5916748,3.2741356,0.0,0.9656894424534399
CTRC,0.0015664648,1.3958294,0.0,0.002318403058665088
CELA2A,6.60464e-05,1.1190037,0.0,9.942469257433126e-05
CELA2B,0.00045475372,1.2784797,0.0,0.0006824149353965464
CASP9,0.6895125,2.6106179,0.0,0.701142932034184
DNAJC16,0.29760438,2.177037,0.0,0.3806881092586985
AGMAT,0.8323031,2.795302,0.0,0.7633827895857154
DDI2,1.3691297,3.0722241,0.0,0.9385013083385682
PLEKHM2,0.8306673,2.8799973,0.0,0.778956311886222
SLC25A34,0.013261535,1.7152033,0.0,0.019387815051994595
TMEM82,0.020232089,1.7996396,0.0,0.030139239762646142
FBLIM1,0.7752877,2.8300068,0.0,0.7391683576396578
UQCRHL,0.015406165,1.8518497,0.0,0.02204968523046192
SPEN,1.751296,3.4466965,0.0,0.9827724123593932
ZBTB17,0.7373899,2.792434,0.0,0.7240738815851911
SRARP,0.0028653853,2.530764,0.0,0.004184875696537761
HSPB7,0.0048398,1.7449834,0.0,0.007289637687381651
CLCNKA,0.017626226,1.6927499,0.0,0.0263882172700691
CLCNKB,0.01276365,1.5153574,0.0,0.019216081492093477
FAM131C,0.0052953,1.4313873,0.0,0.007944936797530652
EPHA2,1.3591149,4.5054297,0.0,0.9254766736113308
ARHGEF19,0.63354355,2.7414026,0.0,0.6634700121569284
CPLANE2,0.08164545,1.9825274,0.0,0.11951751908276202
FBXO42,1.1835955,3.1779795,0.0,0.9053115382355732
SZRD1,2.0938177,3.534024,0.0,0.9957970470866305
SPATA21,0.003233904,1.502309,0.0,0.004912483674013549
NECAP2,1.0866159,2.8368168,0.0,0.8651213659145038
NBPF1,0.031050058,1.8091577,0.0,0.04696912863295567
CROCC,0.99072266,3.514736,0.0,0.8373592801652258
MFAP2,3.3580797,4.704098,0.0,0.9999819227831683
ATP13A2,0.63617724,2.7897882,0.0,0.6687033664297045
SDHB,2.460221,3.7776005,0.0,0.9989560407279695
PADI2,0.30862737,3.0619025,0.0,0.370054186457453
PADI1,0.015378438,2.1071334,0.0,0.022754696686898085
PADI3,0.02296725,1.6762812,0.0,0.03479864240101594
PADI4,0.0038084069,1.471188,0.0,0.005798267298766682
PADI6,0.0007122276,1.3597716,0.0,0.0010575171846542507
RCC2,1.9235872,3.4578083,0.0,0.9891536699009821
ARHGEF10L,0.92406267,2.9561346,0.0,0.8082911154998577
ACTL8,0.25875607,3.508146,0.0,0.3128171986640937
IGSF21,1.3090396,3.297548,0.0,0.9100794041749333
KLHDC7A,0.6926475,3.6198518,0.0,0.6657432221735141
PAX7,0.0028309217,3.216186,0.0,0.004221030130201154
TAS1R2,6.561042e-05,1.0249656,0.0,9.490538836640711e-05
ALDH4A1,0.7552856,2.6568894,0.0,0.7437735286275325
IFFO2,0.5486732,3.051104,0.0,0.5926299186977173
UBR4,2.7820897,4.4143605,0.0,0.9997469189643563
EMC1,1.5406653,3.7499797,0.0,0.9637822960776958
MRTO4,0.7863992,2.7654977,0.0,0.7525364594866975
AKR7A2,0.94316185,2.9668467,0.0,0.834724525812006
SLC66A1,0.5716431,2.6925724,0.0,0.6200349794145693
CAPZB,2.2166722,3.8889794,0.0,0.9963845566336607
MICOS10,2.9245872,3.9371588,0.0,0.9999186525242574
NBL1,0.5026503,3.0868514,0.0,0.5442462478476814
HTR6,0.022500807,2.1540518,0.0,0.03244860421289538
TMCO4,0.20067436,2.3397706,0.0,0.2685596525558925
RNF186,0.0003469201,1.3575405,0.0,0.0004971234628716563
OTUD3,0.93726695,2.8454762,0.0,0.8277964324612582
PLA2G2E,0.00016239336,1.9018726,0.0,0.0002169266019803591
PLA2G2A,0.047950365,2.778939,0.0,0.06653771585326723
PLA2G5,0.0023822933,2.633578,0.0,0.0034979414569332908
PLA2G2D,9.500542e-05,0.8853811,0.0,0.00014913703886149687
PLA2G2F,5.3100295e-05,0.8542545,0.0,8.586677995055882e-05
PLA2G2C,0.0015378091,1.4880197,0.0,0.0022370555829224533
UBXN10,0.18828301,2.961866,0.0,0.2488554862093432
VWA5B1,0.042985957,1.9081582,0.0,0.06343747316663126
CAMK2N1,0.51760024,3.3149016,0.0,0.5622195206825957
MUL1,0.89767146,2.6720254,0.0,0.8081284205483724
FAM43B,0.04061442,1.9112405,0.0,0.059546352243608575
CDA,0.40967277,2.7533586,0.0,0.45894438092311307
PINK1,1.0229783,3.1901183,0.0,0.8344804833847781
DDOST,2.3128848,3.8659348,0.0,0.9980747764074243
KIF17,0.5773703,2.566773,0.0,0.5985908809479693
SH2D5,0.25939858,2.1144242,0.0,0.3368373005292105
HP1BP3,0.78884923,2.7573295,0.0,0.7565360437107103
EIF4G3,1.970198,3.7039165,0.0,0.988028363153209
ECE1,1.7391433,3.4008904,0.0,0.9806664165985005
NBPF3,0.10971873,1.9291975,0.0,0.1561238831669476
ALPL,3.085247,4.2742085,0.0,0.9999638455663367
RAP1GAP,0.24630606,2.1272736,0.0,0.32374035693464637
USP48,2.0680366,3.676612,0.0,0.996126956293809
HSPG2,0.718429,3.1784174,0.0,0.7102990423594383
CELA3B,0.00026624402,1.1032087,0.0,0.0004157759871290216
CELA3A,9.090692e-05,1.0830784,0.0,0.00014913703886149687
WNT4,0.01755138,1.7863814,0.0,0.025389451040117864
ZBTB40,0.16319114,2.2000875,0.0,0.2240354674994238
EPHA8,0.19866477,2.3250856,0.0,0.26484930380118676
C1QA,0.0003218551,1.2218097,0.0,0.00046096902920826307
C1QC,0.00016879363,1.2413155,0.0,0.00024856173143582815
C1QB,7.8711695e-05,1.2326244,0.0,0.00011750190940602784
EPHB2,0.37174222,2.376537,0.0,0.45461940679612967
LACTBL1,0.0013137116,1.4606133,0.0,0.001920704288367763
TEX46,0.009094072,1.5723299,0.0,0.01331387019654454
KDM1A,3.6736825,4.5565233,0.0,0.9993221043688114
LUZP1,1.9381737,3.7987635,0.0,0.98843961983613
HTR1D,0.54994553,3.5402436,0.0,0.5394286695620343
HNRNPR,1.0005883,2.9900498,0.0,0.8466464503125098
ZNF436,0.19557464,2.9159873,0.0,0.24462541747072622
TCEA3,0.006661436,1.7504306,0.0,0.009422749273521849
ASAP3,0.9012495,2.7773314,0.0,0.810650192296394
E2F2,0.3093359,2.5837831,0.0,0.3722731648235438
ID3,1.9100835,4.7027335,0.0,0.977304054267805
ELOA,1.2862515,3.1268196,0.0,0.9240169383521712
PITHD1,1.9956511,3.4409146,0.0,0.9926968043999945
GALE,0.8772683,3.394125,0.0,0.7812295219028078
HMGCL,0.97911197,3.1664345,0.0,0.818635802831796
FUCA1,0.5929325,2.811353,0.0,0.6285222327170509
CNR2,0.00016888841,1.107646,0.0,0.00024856173143582815
PNRC2,2.433216,3.9611607,0.0,0.9984363207440582
SRSF10,0.81461555,2.5967336,0.0,0.7679020937936395
MYOM3,0.018886365,1.8766681,0.0,0.027811798095565207
IL22RA1,0.004948588,2.0993152,0.0,0.007569834548272948
IFNLR1,0.05261526,1.8901441,0.0,0.07808453810451343
GRHL3,0.017367585,1.8045403,0.0,0.02607186597551441
STPG1,0.56763005,2.757252,0.0,0.6008776488771789
NIPAL3,0.29953906,2.402749,0.0,0.3755903341121601
RCAN3,0.8173762,3.0105517,0.0,0.7632517297636856
NCMAP,0.01165309,1.839337,0.0,0.017295377203725714
SRRM1,2.8615584,4.032906,0.0,0.9998915366990099
CLIC4,3.8918028,5.3993316,1.102286,1.0
RUNX3,0.012792829,1.6259938,0.0,0.018800305504964455
SYF2,1.5879388,3.4532788,0.0,0.9704030767423047
RSRP1,1.6066957,4.025986,0.0,0.9668554229390843
RHD,0.0014132332,1.4697995,0.0,0.0021150343693085013
TMEM50A,2.4068,3.6758218,0.0,0.9991006584626231
RHCE,0.008616706,1.6656828,0.0,0.012830304646296656
MACO1,1.1534548,3.0430574,0.0,0.8950843528130409
LDLRAP1,0.98648477,2.833224,0.0,0.8351583790159667
MAN1C1,0.31208438,2.5075428,0.0,0.3892928644705861
SELENON,2.8538349,4.1888714,0.0,0.999936729741089
MTFR1L,0.79355705,2.6448257,0.0,0.7541453317847184
AUNIP,1.3565379,3.0749874,0.0,0.9358123223348533
PAQR7,0.4742026,2.5594792,0.0,0.5407980187370353
STMN1,2.3397164,3.6984324,0.0,0.9967280237534629
PAFAH2,0.3841471,2.4340262,0.0,0.46163788623103585
EXTL1,0.012084538,1.6999124,0.0,0.01821731526214224
SLC30A2,0.007279817,1.786439,0.0,0.011049698788374541
TRIM63,0.0010740269,1.4511425,0.0,0.0016043529938130725
PDIK1L,0.30586976,2.1758482,0.0,0.3863733939522671
FAM110D,0.010671843,1.6849526,0.0,0.016029972025506954
C1orf232,0.0008892047,1.6702465,0.0,0.0012970403076742304
AL391650.1,0.00021665465,1.4151956,0.0,0.00029827407772299374
ZNF593,1.251926,3.289478,0.0,0.9146936137712238
CNKSR1,0.36047336,2.2873857,0.0,0.44284210003027935
CATSPER4,0.037064847,1.9818934,0.0,0.05481464073791199
CEP85,1.6496272,3.3542776,0.0,0.9739552498497331
SH3BGRL3,2.2285035,4.073103,0.0,0.993740763672025
UBXN11,0.40725926,2.6234088,0.0,0.48380055406669586
CD52,0.19739228,2.5889442,0.0,0.2566015736217252
CRYBG2,0.21296954,2.206745,0.0,0.28388461312496327
ZNF683,0.0009483963,1.3740121,0.0,0.0014506966507436515
LIN28A,4.630459,5.5665164,1.4818225,1.0
DHDDS,1.4813017,3.1197422,0.0,0.9562621738757101
ARID1A,1.5412512,3.320172,0.0,0.9605735900900697
PIGV,0.6698887,2.7993705,0.0,0.6749400062366399
ZDHHC18,0.7565489,2.6842666,0.0,0.7365561998074777
SFN,0.12804803,2.9608269,0.0,0.1759048776850316
GPN2,0.64117414,2.6696563,0.0,0.6732723829839158
GPATCH3,0.8791052,2.826119,0.0,0.7976571926986121
NUDC,3.4595582,4.389146,1.112428,1.0
NR0B2,0.00017044491,1.3600111,0.0,0.0002350038188120557
KDF1,0.57484204,2.4611704,0.0,0.6255485305482368
TRNP1,0.14197737,2.028696,0.0,0.19763821162093884
TENT5B,0.74230576,2.9778225,0.0,0.7236716635106859
SLC9A1,1.2255231,3.2717626,0.0,0.9119549154212218
WDTC1,1.1942223,2.9887383,0.0,0.901931098688046
TMEM222,0.7285602,2.6405592,0.0,0.7278881743366791
SYTL1,0.25182986,3.4053133,0.0,0.32059492120593114
MAP3K6,0.29709557,2.252702,0.0,0.37428425519607
FCN3,0.03331902,2.4401553,0.0,0.04558622154533088
CD164L2,0.036433145,1.7780123,0.0,0.05228834968568239
GPR3,0.34267122,2.488372,0.0,0.42268600326293765
WASF2,0.8120452,2.7803335,0.0,0.7672287174666589
AHDC1,1.0948513,3.373322,0.0,0.874051511029362
FGR,0.015305858,1.8874348,0.0,0.022917391638383355
IFI6,0.39209425,2.6184242,0.0,0.4514332973295431
FAM76A,0.69278264,2.6643305,0.0,0.6972970041532406
STX12,0.37604126,2.3599005,0.0,0.45754791592286453
PPP1R8,0.81898725,2.7024589,0.0,0.7738540174354757
THEMIS2,0.64291227,2.8850896,0.0,0.65514997311014
RPA2,1.32524,3.2777653,0.0,0.9357309748591107
SMPDL3B,1.4120066,3.0898924,0.0,0.9458225811554053
XKR8,0.6148439,2.6928105,0.0,0.6546392917346445
EYA3,1.6166476,3.3078759,0.0,0.9719215629561673
PTAFR,0.07825236,2.3704376,0.0,0.10938071974438815
DNAJC8,2.5167754,3.710609,0.0,0.9994170097571777
ATP5IF1,2.0978687,3.7502255,0.0,0.9945903928631148
SESN2,1.1675768,3.9342551,0.0,0.8611353396031147
MED18,0.97644675,3.0745492,0.0,0.8243798384800676
PHACTR4,1.5939615,3.1846776,0.0,0.9677321679554216
RCC1,2.3095462,4.5007925,0.0,0.9975008247730179
TRNAU1AP,1.366016,3.0853853,0.0,0.9419992497955015
TAF12,1.5272415,3.2021348,0.0,0.9605645514816539
RAB42,0.3234965,2.5137517,0.0,0.39762646142999825
GMEB1,1.1711924,3.0662694,0.0,0.8793888092989204
YTHDF2,3.130014,4.726408,0.0,0.9999819227831683
OPRD1,0.21472564,2.0962617,0.0,0.28666850451704456
EPB41,1.3430073,3.1504662,0.0,0.9365082951828736
TMEM200B,0.096733645,2.1479945,0.0,0.1335680358651982
SRSF4,1.8514357,3.4074762,0.0,0.9898360848363786
MECR,0.7531535,2.7188675,0.0,0.7353902193218332
PTPRU,1.1563414,3.993125,0.0,0.8928382586217026
MATN1,0.016927738,1.7988976,0.0,0.023522978402245192
LAPTM5,0.03711709,2.281906,0.0,0.05354923555969323
SDC3,1.6502427,3.337811,0.0,0.9749314195586447
PUM1,2.5661702,4.4097185,0.0,0.9997062452264849
NKAIN1,1.7487295,3.2213721,0.0,0.9805398760806786
SNRNP40,2.9739063,4.0326114,0.0,0.9999276911326732
ZCCHC17,1.3548751,3.1220608,0.0,0.9442137088573843
FABP3,0.83138484,4.680944,0.0,0.7470138697446141
SERINC2,1.1917872,2.9852383,0.0,0.9071328178313667
TINAGL1,0.44766563,2.5340111,0.0,0.5041464616107704
HCRTR1,0.007977838,2.9421513,0.0,0.01201682988887031
PEF1,1.6470306,3.2156053,0.0,0.9712481866291865
COL16A1,0.43460295,2.7069085,0.0,0.4971641366095276
ADGRB2,0.86027116,2.9935222,0.0,0.7802217170644408
SPOCD1,0.079308175,2.1776803,0.0,0.1099139976409232
KHDRBS1,2.8017325,3.989898,0.0,0.9992769113267321
TMEM39B,1.1182338,2.9516835,0.0,0.8871891283617974
KPNA6,2.4093595,3.8280468,0.0,0.9992181603720292
TXLNA,2.129045,3.4918199,0.0,0.9949474178955408
CCDC28B,0.620466,2.7358396,0.0,0.6545263091294464
IQCC,0.29372963,2.2665842,0.0,0.3720426803089396
DCDC2B,0.0020801113,2.0638504,0.0,0.002901393301487303
TMEM234,0.36777124,2.3479066,0.0,0.4498470215525618
EIF3I,0.33281675,2.2617755,0.0,0.4147952981159021
FAM167B,0.13890687,2.1867414,0.0,0.18648908813998996
LCK,1.4494963,3.2872608,0.0,0.943101960022235
HDAC1,2.1552625,3.5228963,0.0,0.9961179176853932
MARCKSL1,4.0392137,5.0764394,1.6289513,1.0
TSSK3,0.0015106441,1.2468262,0.0,0.0022415748871303775
FAM229A,0.0061084647,1.7624164,0.0,0.009214861279957338
BSDC1,1.2088555,3.2521763,0.0,0.9105539311167653
ZBTB8B,0.5459698,2.6089604,0.0,0.5931586772900445
ZBTB8A,0.58825463,2.6394777,0.0,0.6295661919890814
RBBP4,0.35080004,2.3858087,0.0,0.43457629263398606
SYNC,0.00586013,1.7908378,0.0,0.008735815033917379
KIAA1522,2.5362768,4.1801915,0.0,0.9994486448866332
YARS,2.3994377,3.6219678,0.0,0.9987119983007416
S100PBP,2.238737,3.6808515,0.0,0.9975279405982654
FNDC5,0.07358915,2.0909111,0.0,0.10362764548770072
HPCA,0.06244986,1.8382026,0.0,0.08926981601912569
TMEM54,0.35229993,2.7144864,0.0,0.41526982505773413
RNF19B,0.9032995,3.8709652,0.0,0.7968979495916808
AZIN2,0.010942256,1.6346588,0.0,0.0161700704559526
TRIM62,0.07792647,1.9799948,0.0,0.11343001631468819
ZNF362,1.53022,3.3823748,0.0,0.9550374424353627
A3GALT2,0.00029774712,1.2412506,0.0,0.0004519304207924148
PHC2,0.365132,3.3858294,0.0,0.42178666172556073
ZSCAN20,0.10353172,2.1112149,0.0,0.14892463156372446
CSMD2,0.90989405,3.5277038,0.0,0.7659316771589846
HMGB4,0.0012950366,1.5558442,0.0,0.001956858722031156
C1orf94,0.62791705,2.753869,0.0,0.6359384109222544
SMIM12,1.466888,3.1131,0.0,0.9558147627591256
GJB5,0.09697006,2.2399673,0.0,0.13127222932757274
GJB4,0.012310604,1.852564,0.0,0.01860145611981579
GJB3,0.06373621,2.0778203,0.0,0.08989799930402716
GJA4,0.13389817,2.8002927,0.0,0.17819164561424122
DLGAP3,0.53731024,2.6093261,0.0,0.5898008342635568
TMEM35B,1.0997081,2.9800243,0.0,0.8764422229553538
ZMYM6,0.18608987,2.187219,0.0,0.25562088460860566
ZMYM1,1.4264553,3.24609,0.0,0.9390526634519349
SFPQ,2.3691404,3.6533978,0.0,0.995530408138363
ZMYM4,2.3115299,3.5866597,0.0,0.998210355533662
KIAA0319L,1.8028957,3.5152693,0.0,0.9866454560655842
NCDN,0.90007424,2.9008443,0.0,0.8041333556285675
TFAP2E,0.006816423,1.7591609,0.0,0.00983852526065087
PSMB2,2.7709255,3.9565353,0.0,0.9998147085274751
C1orf216,0.8782562,3.535118,0.0,0.7852742991688999
CLSPN,1.7535439,3.3109334,0.0,0.9801150614851337
AGO4,0.3398348,2.3712783,0.0,0.42173243007506567
AGO1,2.276899,3.675613,0.0,0.9979934289316816
AGO3,0.18467988,2.6105168,0.0,0.24990848408978952
TEKT2,0.08624535,2.9323134,0.0,0.12076032773994116
ADPRHL2,1.290278,3.1166692,0.0,0.9293768331427693
COL8A2,0.20372656,2.4613612,0.0,0.26518825161678106
TRAPPC3,1.3916142,3.1923625,0.0,0.9466722103464951
MAP7D1,1.8477671,3.675613,0.0,0.9814527755306793
