gene,mean,max,min,nonzero_fraction
NADK,3.6066308,33.0,0.0,0.9438431259123345
GNB1,4.3486056,40.0,0.0,0.962878435236111
CALML6,0.058231235,4.0,0.0,0.053739046336426045
TMEM52,0.74023944,10.0,0.0,0.4871855129184311
CFAP74,0.01980811,6.0,0.0,0.018908768805954636
GABRD,0.19031242,7.0,0.0,0.1617187817763577
PRKCZ,2.505421,62.0,0.0,0.8576961491008844
FAAP20,1.7716124,19.0,0.0,0.7836744654792948
SKI,13.264022,96.0,0.0,0.9993311429772272
RER1,14.558523,79.0,0.0,0.9996746100970295
PEX10,2.211603,18.0,0.0,0.8435642848427056
PLCH2,0.0018393568,2.0,0.0,0.00183031820420928
PANK4,1.8393613,27.0,0.0,0.7984209551097513
HES5,0.0006372219,5.0,0.0,0.0006191446764856083
TNFRSF14,0.0022189785,2.0,0.0,0.002196381845051136
PRXL2B,0.82216537,13.0,0.0,0.5260696063234105
MMEL1,0.013562432,3.0,0.0,0.013386179063871326
ACTRT2,0.0007050115,2.0,0.0,0.0006914535438123946
PRDM16,0.009693908,3.0,0.0,0.009395633448274304
ARHGEF16,0.9148292,14.0,0.0,0.5607326695981887
MEGF6,0.96798074,20.0,0.0,0.5334993424412378
TPRG1L,2.3298776,30.0,0.0,0.8520831732746427
WRAP73,0.83058935,12.0,0.0,0.5299878430716807
TP73,0.23550998,7.0,0.0,0.19685637199296796
CCDC27,0.004040258,8.0,0.0,0.0039001595314385397
SMIM1,0.08786883,4.0,0.0,0.08112602983644639
LRRC47,8.709088,77.0,0.0,0.9966557148861361
CEP104,2.1754167,20.0,0.0,0.8420729144540906
DFFB,0.15276152,5.0,0.0,0.137929164425845
C1orf174,5.0684447,36.0,0.0,0.9674564903987382
AJAP1,0.9049726,15.0,0.0,0.5131579542013711
NPHP4,0.49964976,11.0,0.0,0.37640380886958646
KCNAB2,0.6143542,10.0,0.0,0.4166843672748144
CHD5,0.08065602,6.0,0.0,0.07242636923619239
RNF207,0.016093243,2.0,0.0,0.01578592959827905
ICMT,14.199053,102.0,0.0,0.9994396062782174
HES3,0.00045193042,2.0,0.0,0.0004428918123765665
GPR153,0.16885929,6.0,0.0,0.14965675884540816
ACOT7,6.737858,38.0,0.0,0.9869708459685547
HES2,0.006566549,4.0,0.0,0.006376738237380973
ESPN,0.0010710751,2.0,0.0,0.0010575171846542507
TNFRSF25,0.6593484,19.0,0.0,0.4423314186547839
PLEKHG5,1.3660004,19.0,0.0,0.6692592408472792
NOL9,1.942998,21.0,0.0,0.8102208583966413
TAS1R1,0.004099009,3.0,0.0,0.0039317946608940085
ZBTB48,1.0689917,13.0,0.0,0.6229499306286804
KLHL21,3.0037873,40.0,0.0,0.883695706209072
PHF13,4.484858,42.0,0.0,0.9661730080036878
THAP3,0.99317133,12.0,0.0,0.591870675590786
DNAJC11,15.02797,143.0,0.0,0.9995571081876234
CAMTA1,14.446358,100.0,0.0,0.9997966313106434
VAMP3,4.0698366,31.0,0.0,0.9593262621286827
PER3,0.71068317,15.0,0.0,0.45847437328548896
UTS2,0.0025760033,5.0,0.0,0.00238619262178395
TNFRSF9,0.0019297429,3.0,0.0,0.0017354128158428728
ERRFI1,5.5796824,51.0,0.0,0.9489815747967443
SLC45A1,0.17841761,6.0,0.0,0.15361566933154971
RERE,19.190756,171.0,0.0,0.9998553822653464
ENO1,56.860588,351.0,2.0,1.0
CA6,0.0007773203,10.0,0.0,0.0007185693690599396
SLC2A7,0.000117501906,4.0,0.0,9.942469257433126e-05
SLC2A5,0.009088321,3.0,0.0,0.008428502347778536
GPR157,0.10201425,6.0,0.0,0.09373940788076268
H6PD,0.14048257,5.0,0.0,0.1272952416245995
SPSB1,0.7210098,19.0,0.0,0.45493123878647646
SLC25A33,7.922932,48.0,0.0,0.9935328756784605
TMEM201,5.031617,44.0,0.0,0.9740004428918124
PIK3CD,1.8291161,20.0,0.0,0.751967027156499
CLSTN1,5.153182,53.0,0.0,0.9783480135398354
CTNNBIP1,5.5587306,44.0,0.0,0.9801060228767179
LZIC,6.268058,38.0,0.0,0.9843180143985032
NMNAT1,0.7478364,11.0,0.0,0.470387259177577
RBP7,0.4691309,14.0,0.0,0.3248656636824195
UBE4B,3.1756563,50.0,0.0,0.9248439710222214
KIF1B,13.7214575,146.0,0.0,0.9922087195455388
PGD,4.6353283,54.0,0.0,0.9637235451229929
CENPS,3.0062819,22.0,0.0,0.9085563986568628
CORT,0.021028323,2.0,0.0,0.020770722139619384
DFFA,10.750688,87.0,0.0,0.997916600760147
PEX14,1.1187809,14.0,0.0,0.629643020160616
CASZ1,0.7489617,12.0,0.0,0.46843491975975377
C1orf127,0.01876867,5.0,0.0,0.01793259909704302
MASP2,0.03746955,14.0,0.0,0.03453652275695634
SRM,30.796572,166.0,0.0,0.9999774034789604
EXOSC10,6.312903,78.0,0.0,0.9898812778784578
MTOR,7.141947,53.0,0.0,0.9927419974420738
ANGPTL7,0.000311832,28.0,0.0,9.038608415848296e-05
UBIAD1,0.44635358,10.0,0.0,0.34647697640471276
DISP3,0.28084764,6.0,0.0,0.23366158546230223
FBXO2,2.340403,27.0,0.0,0.8391805597610192
FBXO44,1.3701355,16.0,0.0,0.6942555124213076
FBXO6,0.022655273,3.0,0.0,0.021403424728728766
MAD2L2,62.966354,298.0,2.0,1.0
DRAXIN,3.9218252,39.0,0.0,0.9413846244232238
AGTRAP,8.804418,53.0,0.0,0.9967325430576709
C1orf167,0.051863536,8.0,0.0,0.048663867710927226
MTHFR,1.9664261,24.0,0.0,0.7901777442344976
CLCN6,2.2665532,28.0,0.0,0.8344126938216592
NPPA,5.8750953e-05,1.0,0.0,5.875095470301392e-05
NPPB,0.0015546406,14.0,0.0,0.001071075097278023
KIAA2013,4.4846005,30.0,0.0,0.970149995706661
PLOD1,2.5492265,20.0,0.0,0.8731838046214405
MFN2,2.2839344,27.0,0.0,0.8569911376444482
MIIP,2.1908638,27.0,0.0,0.8339381668798271
TNFRSF8,0.9203337,15.0,0.0,0.542714203721195
TNFRSF1B,0.07885282,5.0,0.0,0.07359234972183683
VPS13D,1.6820217,25.0,0.0,0.760187641510713
DHRS3,1.7740664,21.0,0.0,0.7501321896480818
AADACL4,0.0010801137,2.0,0.0,0.0010484785762384023
AADACL3,0.041726734,14.0,0.0,0.03519182186710534
C1orf158,0.0013196368,4.0,0.0,0.0012654051782187614
PRAMEF12,0.0007592431,102.0,0.0,0.0002937547735150696
PRAMEF1,0.00015365634,11.0,0.0,0.00010846330099017955
PRAMEF11,0.00013557913,1.0,0.0,0.00013557912623772444
PRAMEF2,3.163513e-05,1.0,0.0,3.1635129455469034e-05
PRAMEF10,0.00014009843,1.0,0.0,0.0001400984304456486
PRAMEF6,1.3557913e-05,1.0,0.0,1.3557912623772444e-05
PRAMEF27,4.0673738e-05,1.0,0.0,4.067373787131733e-05
HNRNPCL2,3.6154433e-05,1.0,0.0,3.6154433663393186e-05
PRAMEF13,4.0673738e-05,4.0,0.0,2.7115825247544888e-05
PRAMEF18,0.000103943996,1.0,0.0,0.0001039439967822554
PRAMEF15,3.6154433e-05,1.0,0.0,3.6154433663393186e-05
PRAMEF14,0.00017173355,1.0,0.0,0.00017173355990111763
PRAMEF19,4.0673738e-05,1.0,0.0,4.067373787131733e-05
PRAMEF20,4.0673738e-05,1.0,0.0,4.067373787131733e-05
LRRC38,0.04117538,5.0,0.0,0.03754637935943382
PDPN,18.294777,192.0,0.0,0.9994124904529699
PRDM2,0.8199238,11.0,0.0,0.5369611294645077
KAZN,0.9549742,14.0,0.0,0.5453534773786228
TMEM51,0.48457336,8.0,0.0,0.3691548449200761
FHAD1,0.119924255,8.0,0.0,0.10675500399958422
EFHD2,4.811798,50.0,0.0,0.9656894424534399
CTRC,0.0024585014,2.0,0.0,0.002318403058665088
CELA2A,9.9424695e-05,1.0,0.0,9.942469257433126e-05
CELA2B,0.0006869342,2.0,0.0,0.0006824149353965464
CASP9,1.3583537,15.0,0.0,0.701142932034184
DNAJC16,0.5123354,9.0,0.0,0.3806881092586985
AGMAT,1.7898207,16.0,0.0,0.7633827895857154
DDI2,3.6848328,43.0,0.0,0.9385013083385682
PLEKHM2,1.7266363,17.0,0.0,0.778956311886222
SLC25A34,0.020101866,3.0,0.0,0.019387815051994595
TMEM82,0.030857809,4.0,0.0,0.030139239762646142
FBLIM1,1.6252638,18.0,0.0,0.7391683576396578
UQCRHL,0.023007778,4.0,0.0,0.02204968523046192
SPEN,5.635649,51.0,0.0,0.9827724123593932
ZBTB17,1.5016428,17.0,0.0,0.7240738815851911
SRARP,0.004532862,12.0,0.0,0.004184875696537761
HSPB7,0.0077054137,3.0,0.0,0.007289637687381651
CLCNKA,0.027165538,3.0,0.0,0.0263882172700691
CLCNKB,0.019505316,3.0,0.0,0.019216081492093477
FAM131C,0.008053401,2.0,0.0,0.007944936797530652
EPHA2,3.7339575,50.0,0.0,0.9254766736113308
ARHGEF19,1.2469484,20.0,0.0,0.6634700121569284
CPLANE2,0.130983,6.0,0.0,0.11951751908276202
FBXO42,2.8682895,37.0,0.0,0.9053115382355732
SZRD1,8.138607,51.0,0.0,0.9957970470866305
SPATA21,0.004957677,2.0,0.0,0.004912483674013549
NECAP2,2.611471,23.0,0.0,0.8651213659145038
NBPF1,0.048632234,4.0,0.0,0.04696912863295567
CROCC,2.2590194,47.0,0.0,0.8373592801652258
MFAP2,30.503325,211.0,0.0,0.9999819227831683
ATP13A2,1.2210798,16.0,0.0,0.6687033664297045
SDHB,12.066543,83.0,0.0,0.9989560407279695
PADI2,0.5514455,16.0,0.0,0.370054186457453
PADI1,0.025226757,5.0,0.0,0.022754696686898085
PADI3,0.03636232,5.0,0.0,0.03479864240101594
PADI4,0.0059609623,3.0,0.0,0.005798267298766682
PADI6,0.0011343453,2.0,0.0,0.0010575171846542507
RCC2,6.918038,93.0,0.0,0.9891536699009821
ARHGEF10L,2.0572324,26.0,0.0,0.8082911154998577
ACTL8,0.48168552,39.0,0.0,0.3128171986640937
IGSF21,3.5482864,28.0,0.0,0.9100794041749333
KLHDC7A,1.4604448,26.0,0.0,0.6657432221735141
PAX7,0.004410841,22.0,0.0,0.004221030130201154
TAS1R2,9.490539e-05,1.0,0.0,9.490538836640711e-05
ALDH4A1,1.5225174,13.0,0.0,0.7437735286275325
IFFO2,1.0425086,26.0,0.0,0.5926299186977173
UBR4,16.98453,162.0,0.0,0.9997469189643563
EMC1,4.4794035,39.0,0.0,0.9637822960776958
MRTO4,1.6128176,16.0,0.0,0.7525364594866975
AKR7A2,2.0176568,15.0,0.0,0.834724525812006
SLC66A1,1.0735426,12.0,0.0,0.6200349794145693
CAPZB,9.477519,90.0,0.0,0.9963845566336607
MICOS10,19.350332,103.0,0.0,0.9999186525242574
NBL1,0.9587207,28.0,0.0,0.5442462478476814
HTR6,0.034703735,4.0,0.0,0.03244860421289538
TMCO4,0.34108996,8.0,0.0,0.2685596525558925
RNF186,0.00052423927,2.0,0.0,0.0004971234628716563
OTUD3,2.0089347,19.0,0.0,0.8277964324612582
PLA2G2E,0.00027115826,7.0,0.0,0.0002169266019803591
PLA2G2A,0.07795348,16.0,0.0,0.06653771585326723
PLA2G5,0.0037826577,16.0,0.0,0.0034979414569332908
PLA2G2D,0.00014913703,1.0,0.0,0.00014913703886149687
PLA2G2F,8.586678e-05,1.0,0.0,8.586677995055882e-05
PLA2G2C,0.0022777293,3.0,0.0,0.0022370555829224533
UBXN10,0.3191352,14.0,0.0,0.2488554862093432
VWA5B1,0.067306,4.0,0.0,0.06343747316663126
CAMK2N1,0.97973543,42.0,0.0,0.5622195206825957
MUL1,1.9311032,19.0,0.0,0.8081284205483724
FAM43B,0.06468028,6.0,0.0,0.059546352243608575
CDA,0.7763668,17.0,0.0,0.45894438092311307
PINK1,2.4243174,27.0,0.0,0.8344804833847781
DDOST,10.209945,59.0,0.0,0.9980747764074243
KIF17,1.1502036,17.0,0.0,0.5985908809479693
SH2D5,0.43429157,7.0,0.0,0.3368373005292105
HP1BP3,1.6383065,17.0,0.0,0.7565360437107103
EIF4G3,7.507658,79.0,0.0,0.988028363153209
ECE1,5.58981,50.0,0.0,0.9806664165985005
NBPF3,0.17498294,5.0,0.0,0.1561238831669476
ALPL,22.981714,182.0,0.0,0.9999638455663367
RAP1GAP,0.41352084,8.0,0.0,0.32374035693464637
USP48,7.8579445,80.0,0.0,0.996126956293809
HSPG2,1.4427155,25.0,0.0,0.7102990423594383
CELA3B,0.00041577598,1.0,0.0,0.0004157759871290216
CELA3A,0.00014913703,1.0,0.0,0.00014913703886149687
WNT4,0.027323714,6.0,0.0,0.025389451040117864
ZBTB40,0.26866812,8.0,0.0,0.2240354674994238
EPHA8,0.3246171,6.0,0.0,0.26484930380118676
C1QA,0.00048356556,2.0,0.0,0.00046096902920826307
C1QC,0.00025308103,2.0,0.0,0.00024856173143582815
C1QB,0.000117501906,1.0,0.0,0.00011750190940602784
EPHB2,0.6483891,13.0,0.0,0.45461940679612967
LACTBL1,0.0020517642,2.0,0.0,0.001920704288367763
TEX46,0.013607625,2.0,0.0,0.01331387019654454
KDM1A,41.60889,227.0,0.0,0.9993221043688114
LUZP1,7.078152,68.0,0.0,0.98843961983613
HTR1D,1.1869907,44.0,0.0,0.5394286695620343
HNRNPR,2.2453303,27.0,0.0,0.8466464503125098
ZNF436,0.33533236,9.0,0.0,0.24462541747072622
TCEA3,0.009965066,7.0,0.0,0.009422749273521849
ASAP3,1.9406525,18.0,0.0,0.810650192296394
E2F2,0.5260741,10.0,0.0,0.3722731648235438
ID3,7.300538,133.0,0.0,0.977304054267805
ELOA,3.299639,37.0,0.0,0.9240169383521712
PITHD1,7.3986344,54.0,0.0,0.9926968043999945
GALE,1.9324906,18.0,0.0,0.7812295219028078
HMGCL,2.2511785,23.0,0.0,0.818635802831796
FUCA1,1.1364062,15.0,0.0,0.6285222327170509
CNR2,0.00025308103,2.0,0.0,0.00024856173143582815
PNRC2,12.015357,109.0,0.0,0.9984363207440582
SRSF10,1.69614,15.0,0.0,0.7679020937936395
MYOM3,0.030839732,4.0,0.0,0.027811798095565207
IL22RA1,0.0076918555,4.0,0.0,0.007569834548272948
IFNLR1,0.08263548,4.0,0.0,0.07808453810451343
GRHL3,0.028426424,6.0,0.0,0.02607186597551441
STPG1,1.1107862,12.0,0.0,0.6008776488771789
NIPAL3,0.51961154,8.0,0.0,0.3755903341121601
RCAN3,1.734292,21.0,0.0,0.7632517297636856
NCMAP,0.018357413,8.0,0.0,0.017295377203725714
SRRM1,18.168095,145.0,0.0,0.9998915366990099
CLIC4,51.980637,485.0,1.0,1.0
RUNX3,0.019604743,3.0,0.0,0.018800305504964455
SYF2,4.6945944,29.0,0.0,0.9704030767423047
RSRP1,4.8686824,78.0,0.0,0.9668554229390843
RHD,0.0021828238,3.0,0.0,0.0021150343693085013
TMEM50A,11.227068,77.0,0.0,0.9991006584626231
RHCE,0.0132008875,3.0,0.0,0.012830304646296656
MACO1,2.7651951,27.0,0.0,0.8950843528130409
LDLRAP1,2.252462,19.0,0.0,0.8351583790159667
MAN1C1,0.5404184,10.0,0.0,0.3892928644705861
SELENON,17.914188,107.0,0.0,0.999936729741089
MTFR1L,1.6544901,17.0,0.0,0.7541453317847184
AUNIP,3.6295707,30.0,0.0,0.9358123223348533
PAQR7,0.87132186,14.0,0.0,0.5407980187370353
STMN1,10.828592,63.0,0.0,0.9967280237534629
PAFAH2,0.6972789,9.0,0.0,0.46163788623103585
EXTL1,0.018556263,3.0,0.0,0.01821731526214224
SLC30A2,0.012030388,5.0,0.0,0.011049698788374541
TRIM63,0.0017399321,2.0,0.0,0.0016043529938130725
PDIK1L,0.52168137,10.0,0.0,0.3863733939522671
FAM110D,0.01635988,3.0,0.0,0.016029972025506954
C1orf232,0.0013783878,3.0,0.0,0.0012970403076742304
AL391650.1,0.0003163513,2.0,0.0,0.00029827407772299374
ZNF593,3.1865253,24.0,0.0,0.9146936137712238
CNKSR1,0.6365214,11.0,0.0,0.44284210003027935
CATSPER4,0.059329424,4.0,0.0,0.05481464073791199
CEP85,5.0843887,41.0,0.0,0.9739552498497331
SH3BGRL3,9.555662,70.0,0.0,0.993740763672025
UBXN11,0.7466659,14.0,0.0,0.48380055406669586
CD52,0.33130568,14.0,0.0,0.2566015736217252
CRYBG2,0.35632905,7.0,0.0,0.28388461312496327
ZNF683,0.0015320441,2.0,0.0,0.0014506966507436515
LIN28A,110.37918,869.0,4.0,1.0
DHDDS,4.1921606,40.0,0.0,0.9562621738757101
ARID1A,4.5573974,52.0,0.0,0.9605735900900697
PIGV,1.306915,14.0,0.0,0.6749400062366399
ZDHHC18,1.536586,16.0,0.0,0.7365561998074777
SFN,0.21085718,13.0,0.0,0.1759048776850316
GPN2,1.235989,13.0,0.0,0.6732723829839158
GPATCH3,1.8910487,16.0,0.0,0.7976571926986121
NUDC,33.75241,232.0,1.0,1.0
NR0B2,0.00024404243,2.0,0.0,0.0002350038188120557
KDF1,1.0951494,12.0,0.0,0.6255485305482368
TRNP1,0.23006874,6.0,0.0,0.19763821162093884
TENT5B,1.5198059,21.0,0.0,0.7236716635106859
SLC9A1,3.0431323,24.0,0.0,0.9119549154212218
WDTC1,2.933887,25.0,0.0,0.901931098688046
TMEM222,1.4527168,12.0,0.0,0.7278881743366791
SYTL1,0.43002987,23.0,0.0,0.32059492120593114
MAP3K6,0.5148979,8.0,0.0,0.37428425519607
FCN3,0.052812587,11.0,0.0,0.04558622154533088
CD164L2,0.054923102,3.0,0.0,0.05228834968568239
GPR3,0.59392697,13.0,0.0,0.42268600326293765
WASF2,1.6845752,19.0,0.0,0.7672287174666589
AHDC1,2.601334,27.0,0.0,0.874051511029362
FGR,0.02410145,4.0,0.0,0.022917391638383355
IFI6,0.7243767,17.0,0.0,0.4514332973295431
FAM76A,1.386518,13.0,0.0,0.6972970041532406
STX12,0.6755049,10.0,0.0,0.45754791592286453
PPP1R8,1.7110221,26.0,0.0,0.7738540174354757
THEMIS2,1.289127,23.0,0.0,0.65514997311014
RPA2,3.4253387,29.0,0.0,0.9357309748591107
SMPDL3B,3.8702598,30.0,0.0,0.9458225811554053
XKR8,1.1715844,17.0,0.0,0.6546392917346445
EYA3,4.891871,48.0,0.0,0.9719215629561673
PTAFR,0.12842055,11.0,0.0,0.10938071974438815
DNAJC8,12.628965,71.0,0.0,0.9994170097571777
ATP5IF1,8.310861,48.0,0.0,0.9945903928631148
SESN2,3.0963018,59.0,0.0,0.8611353396031147
MED18,2.2104821,23.0,0.0,0.8243798384800676
PHACTR4,4.811563,50.0,0.0,0.9677321679554216
RCC1,10.517329,78.0,0.0,0.9975008247730179
TRNAU1AP,3.6165144,34.0,0.0,0.9419992497955015
TAF12,4.451411,33.0,0.0,0.9605645514816539
RAB42,0.57480127,13.0,0.0,0.39762646142999825
GMEB1,2.9545538,26.0,0.0,0.8793888092989204
YTHDF2,24.106724,160.0,0.0,0.9999819227831683
OPRD1,0.35679907,8.0,0.0,0.28666850451704456
EPB41,3.538195,49.0,0.0,0.9365082951828736
TMEM200B,0.15327673,6.0,0.0,0.1335680358651982
SRSF4,6.197141,71.0,0.0,0.9898360848363786
MECR,1.5311313,16.0,0.0,0.7353902193218332
PTPRU,2.789328,40.0,0.0,0.8928382586217026
MATN1,0.026135135,4.0,0.0,0.023522978402245192
LAPTM5,0.059519235,13.0,0.0,0.05354923555969323
SDC3,5.051303,45.0,0.0,0.9749314195586447
PUM1,13.349347,140.0,0.0,0.9997062452264849
NKAIN1,5.6674924,45.0,0.0,0.9805398760806786
SNRNP40,20.33822,104.0,0.0,0.9999276911326732
ZCCHC17,3.5397675,39.0,0.0,0.9442137088573843
FABP3,1.8713806,103.0,0.0,0.7470138697446141
SERINC2,2.8983066,30.0,0.0,0.9071328178313667
TINAGL1,0.83393365,14.0,0.0,0.5041464616107704
HCRTR1,0.012333181,17.0,0.0,0.01201682988887031
PEF1,5.130373,35.0,0.0,0.9712481866291865
COL16A1,0.81115633,21.0,0.0,0.4971641366095276
ADGRB2,1.8436321,26.0,0.0,0.7802217170644408
SPOCD1,0.12614734,7.0,0.0,0.1099139976409232
KHDRBS1,17.368698,108.0,0.0,0.9992769113267321
TMEM39B,2.6321602,22.0,0.0,0.8871891283617974
KPNA6,11.304723,88.0,0.0,0.9992181603720292
TXLNA,8.576239,69.0,0.0,0.9949474178955408
CCDC28B,1.1837595,11.0,0.0,0.6545263091294464
IQCC,0.49892667,9.0,0.0,0.3720426803089396
DCDC2B,0.0031092812,3.0,0.0,0.002901393301487303
TMEM234,0.6437523,11.0,0.0,0.4498470215525618
EIF3I,0.57247835,10.0,0.0,0.4147952981159021
FAM167B,0.2153087,5.0,0.0,0.18648908813998996
LCK,4.134165,40.0,0.0,0.943101960022235
HDAC1,8.74155,55.0,0.0,0.9961179176853932
MARCKSL1,60.390507,452.0,2.0,1.0
TSSK3,0.002255133,2.0,0.0,0.0022415748871303775
FAM229A,0.009300728,2.0,0.0,0.009214861279957338
BSDC1,2.982786,31.0,0.0,0.9105539311167653
ZBTB8B,1.0456359,13.0,0.0,0.5931586772900445
ZBTB8A,1.1246921,20.0,0.0,0.6295661919890814
RBBP4,0.612777,9.0,0.0,0.43457629263398606
SYNC,0.009400153,4.0,0.0,0.008735815033917379
KIAA1522,13.066257,95.0,0.0,0.9994486448866332
YARS,11.30588,71.0,0.0,0.9987119983007416
S100PBP,9.529698,84.0,0.0,0.9975279405982654
FNDC5,0.11946781,6.0,0.0,0.10362764548770072
HPCA,0.095262416,4.0,0.0,0.08926981601912569
TMEM54,0.63622314,12.0,0.0,0.41526982505773413
RNF19B,1.9951688,62.0,0.0,0.7968979495916808
AZIN2,0.016450267,3.0,0.0,0.0161700704559526
TRIM62,0.12613378,5.0,0.0,0.11343001631468819
ZNF362,4.5686955,44.0,0.0,0.9550374424353627
A3GALT2,0.00045193042,1.0,0.0,0.0004519304207924148
PHC2,0.6580514,34.0,0.0,0.42178666172556073
ZSCAN20,0.16487326,6.0,0.0,0.14892463156372446
CSMD2,2.1711595,46.0,0.0,0.7659316771589846
HMGB4,0.0020924378,2.0,0.0,0.001956858722031156
C1orf94,1.250957,17.0,0.0,0.6359384109222544
SMIM12,4.105286,33.0,0.0,0.9558147627591256
GJB5,0.16297966,10.0,0.0,0.13127222932757274
GJB4,0.019564068,4.0,0.0,0.01860145611981579
GJB3,0.10310792,5.0,0.0,0.08989799930402716
GJA4,0.23449765,13.0,0.0,0.17819164561424122
DLGAP3,1.027057,15.0,0.0,0.5898008342635568
TMEM35B,2.5680766,20.0,0.0,0.8764422229553538
ZMYM6,0.30620998,6.0,0.0,0.25562088460860566
ZMYM1,4.0894957,42.0,0.0,0.9390526634519349
SFPQ,11.5424795,69.0,0.0,0.995530408138363
ZMYM4,10.38339,112.0,0.0,0.998210355533662
KIAA0319L,5.951901,42.0,0.0,0.9866454560655842
NCDN,1.9770962,18.0,0.0,0.8041333556285675
TFAP2E,0.010227186,3.0,0.0,0.00983852526065087
PSMB2,16.694427,110.0,0.0,0.9998147085274751
C1orf216,1.9174684,41.0,0.0,0.7852742991688999
CLSPN,5.6673884,55.0,0.0,0.9801150614851337
AGO4,0.5807803,9.0,0.0,0.42173243007506567
AGO1,9.963629,62.0,0.0,0.9979934289316816
AGO3,0.29779503,12.0,0.0,0.24990848408978952
TEKT2,0.13925783,17.0,0.0,0.12076032773994116
ADPRHL2,3.2910206,27.0,0.0,0.9293768331427693
COL8A2,0.34872758,10.0,0.0,0.26518825161678106
TRAPPC3,3.7192156,30.0,0.0,0.9466722103464951
MAP7D1,6.53119,49.0,0.0,0.9814527755306793
THRAP3,4.7648606,75.0,0.0,0.9692235383440365
SH3D21,0.45273033,12.0,0.0,0.34090015501213433
EVA1B,0.55206466,11.0,0.0,0.3754457163775065
STK40,2.797368,23.0,0.0,0.8886262670999173
LSM10,3.319438,29.0,0.0,0.9259150461194995
OSCP1,0.17625739,7.0,0.0,0.1541173120986293
CSF3R,0.00046096902,3.0,0.0,0.0004338532039607182
GRIK3,0.46425006,10.0,0.0,0.3282958155762339
ZC3H12A,0.910102,12.0,0.0,0.5466640755989208
MEAF6,4.0440407,30.0,0.0,0.9572112277593742
SNIP1,2.6622407,24.0,0.0,0.8861722849150144
DNALI1,3.1500816,82.0,0.0,0.9048686464231966
GNL2,13.237787,95.0,0.0,0.9992543148056925
RSPO1,0.006715686,2.0,0.0,0.006494240146787001
C1orf109,3.6277041,35.0,0.0,0.9337108458781685
CDCA8,4.1148176,29.0,0.0,0.9172018276066217
EPHA10,0.075305164,5.0,0.0,0.06851265179213008
MANEAL,0.694599,12.0,0.0,0.427729546758981
YRDC,2.1245475,20.0,0.0,0.8297623297917053
C1orf122,3.1063845,22.0,0.0,0.917002978221473
MTF1,1.2571936,14.0,0.0,0.6727481436957966
INPP5B,3.5497825,40.0,0.0,0.9412626032096099
SF3A3,17.811026,95.0,0.0,0.9998553822653464
FHL3,2.988548,26.0,0.0,0.9016870562608181
UTP11,0.39919013,11.0,0.0,0.31716928861632465
POU3F1,0.4583162,11.0,0.0,0.32735580030098566
RRAGC,2.612673,49.0,0.0,0.8801118979721883
MYCBP,9.101332,53.0,0.0,0.9961676300316803
GJA9,0.004008623,3.0,0.0,0.003882082314606843
RHBDL2,0.29717588,8.0,0.0,0.23222444672418235
AKIRIN1,36.868076,283.0,0.0,0.9999909613915842
